ECG,Temperature,Stress Level
370,35.39897760420067,Low Stress
228,39.446723895740355,High Stress
235,38.44683867907947,Medium Stress
212,40.05097266054963,High Stress
359,35.83863425975774,Low Stress
526,39.77160387115934,High Stress
386,36.20976392028647,Low Stress
442,35.98193565719423,Low Stress
285,35.98559478758596,Low Stress
483,39.88744832138829,High Stress
265,38.9911833241772,Medium Stress
369,38.13839254861472,Medium Stress
244,37.152982904741016,Medium Stress
261,40.26320324487865,High Stress
640,37.354670644535815,Medium Stress
333,39.899596636829465,High Stress
483,37.63480945142131,Medium Stress
227,37.261666576549445,Medium Stress
307,37.776078714017636,Medium Stress
243,36.808267244984854,Low Stress
539,39.48565628105751,High Stress
485,38.01632234055487,Medium Stress
645,36.3932761708809,Low Stress
530,40.39744743964741,High Stress
327,37.30334732823927,Medium Stress
547,38.26131716668393,Medium Stress
672,40.43883266578728,High Stress
430,38.74542797548395,Medium Stress
389,35.70138824425018,Low Stress
424,40.63899274168085,High Stress
584,38.76624831842851,Medium Stress
576,37.00943368794252,Medium Stress
482,35.83563243598032,Low Stress
645,39.76415113562177,High Stress
320,38.72043653557108,Medium Stress
315,38.20076655185793,Medium Stress
660,40.363355498305744,High Stress
432,39.73158326734718,High Stress
458,35.91004927839651,Low Stress
558,36.87033240677329,Low Stress
397,36.490934838886794,Low Stress
655,39.46367775543606,High Stress
610,35.201194608414674,Low Stress
336,38.4193381092279,Medium Stress
517,39.574752114444145,High Stress
364,40.2605938205705,High Stress
424,37.05249049229545,Medium Stress
506,39.92754382803208,High Stress
433,35.66379042173124,Low Stress
371,40.07871375040711,High Stress
351,35.76493197399189,Low Stress
662,37.383723743362204,Medium Stress
514,39.783772194677326,High Stress
573,35.899504564092645,Low Stress
359,36.375508371395846,Low Stress
295,39.3335154103584,High Stress
671,39.320219219276446,High Stress
432,38.846885797311785,Medium Stress
379,39.1636906668026,High Stress
312,38.256346660085576,Medium Stress
517,36.51079435344172,Low Stress
696,37.07417596102351,Medium Stress
641,36.089586300808556,Low Stress
251,40.45070336800177,High Stress
467,38.500350768596725,Medium Stress
494,37.40510850058184,Medium Stress
585,37.77203482186479,Medium Stress
586,40.68370003767089,High Stress
312,35.92010841869648,Low Stress
300,38.51737899210078,Medium Stress
312,38.0353320733068,Medium Stress
639,38.668725412607884,Medium Stress
280,35.10866110292504,Low Stress
386,40.23274345366491,High Stress
312,40.59270969490167,High Stress
201,38.39079910153525,Medium Stress
329,39.179904943261356,High Stress
419,40.53499628706378,High Stress
253,39.24343180588039,High Stress
542,35.915234257485565,Low Stress
684,38.45773016100088,Medium Stress
423,38.64029027829714,Medium Stress
424,37.544784027814316,Medium Stress
584,39.418665413748336,High Stress
602,40.60620208861409,High Stress
325,40.55341107744066,High Stress
329,37.705036228424795,Medium Stress
252,35.67942827504453,Low Stress
371,40.90904719377401,High Stress
417,40.03338851867561,High Stress
359,35.7479760872196,Low Stress
397,40.52505129570423,High Stress
615,40.21937817237277,High Stress
446,38.11302834275644,Medium Stress
523,38.54765261446958,Medium Stress
638,37.39401622322078,Medium Stress
402,35.32856983293219,Low Stress
383,37.0111834498754,Medium Stress
322,39.817120691588066,High Stress
600,35.027792138027614,Low Stress
454,37.00099503014687,Medium Stress
493,37.38901216154566,Medium Stress
479,38.224373617627535,Medium Stress
524,40.519133698476566,High Stress
571,37.07807596619577,Medium Stress
297,37.08171921137737,Medium Stress
397,39.425007488658494,High Stress
669,37.713307645338844,Medium Stress
594,36.34762893763989,Low Stress
439,37.71463709679616,Medium Stress
343,35.8451421222788,Low Stress
296,36.05832191903734,Low Stress
400,37.99020663643688,Medium Stress
323,37.513552697027286,Medium Stress
386,40.4890754064086,High Stress
525,37.174363394699796,Medium Stress
663,38.48353010166826,Medium Stress
548,38.79358572751718,Medium Stress
458,35.078566739530004,Low Stress
347,38.98122423210026,Medium Stress
451,36.06821580121851,Low Stress
642,40.76642190481673,High Stress
619,35.891976366518676,Low Stress
602,37.48774474236214,Medium Stress
545,35.51209800847187,Low Stress
650,40.981245511075684,High Stress
346,38.01317006198745,Medium Stress
347,38.57231010392026,Medium Stress
551,35.40245886433056,Low Stress
398,39.49976282239507,High Stress
507,36.25943355857351,Low Stress
688,40.38832573664428,High Stress
616,36.23083784289204,Low Stress
623,36.144126323982,Low Stress
327,35.21929800708857,Low Stress
238,37.83240167066,Medium Stress
537,38.389046799575695,Medium Stress
559,35.39425183657011,Low Stress
328,39.653165700170064,High Stress
466,37.71973300848816,Medium Stress
675,38.14634161596548,Medium Stress
640,37.64457648162937,Medium Stress
672,37.40457836525196,Medium Stress
633,38.357841987849305,Medium Stress
350,35.93144147558427,Low Stress
614,36.09156878297163,Low Stress
677,40.170713726081104,High Stress
497,40.6766927728018,High Stress
298,37.23985589767852,Medium Stress
462,36.62446803886132,Low Stress
451,38.86399725943409,Medium Stress
343,37.45240502658858,Medium Stress
545,35.15231813396207,Low Stress
311,35.936915584197145,Low Stress
699,39.295833373084385,High Stress
259,38.953543651460905,Medium Stress
568,35.1625759550209,Low Stress
201,36.3318329715977,Low Stress
584,36.38644877952843,Low Stress
503,39.03135646159237,High Stress
453,35.11826322652618,Low Stress
339,35.62465149190744,Low Stress
652,39.79949651223914,High Stress
236,36.071267972326,Low Stress
359,38.916476647111246,Medium Stress
208,36.42909668628036,Low Stress
432,35.596648356556074,Low Stress
298,36.45903314599673,Low Stress
346,39.333601591133956,High Stress
503,40.134178808637714,High Stress
407,39.98131918740195,High Stress
330,37.38310117771073,Medium Stress
603,39.008510819423876,High Stress
351,36.229905772494924,Low Stress
253,36.75888638156608,Low Stress
319,40.37801491112672,High Stress
360,35.07801154106441,Low Stress
607,35.513051185126805,Low Stress
315,36.24731753087617,Low Stress
274,35.159193223242916,Low Stress
312,36.08861261053878,Low Stress
655,38.498249365818154,Medium Stress
619,37.52854730355499,Medium Stress
621,40.35603026646185,High Stress
303,39.904661370430645,High Stress
539,37.050904110187254,Medium Stress
453,36.55654060058775,Low Stress
426,37.2781544490036,Medium Stress
311,38.54176965508885,Medium Stress
672,36.608381844937256,Low Stress
298,38.7448934470948,Medium Stress
352,37.456469913147444,Medium Stress
548,38.31228308511188,Medium Stress
601,37.616759174811904,Medium Stress
583,36.76679455725151,Low Stress
565,40.69071984177294,High Stress
537,39.581634764958565,High Stress
393,35.840679054598716,Low Stress
509,40.21080785538748,High Stress
362,37.92458718949708,Medium Stress
407,40.36731336136455,High Stress
644,39.79913153568389,High Stress
368,37.5512810268154,Medium Stress
683,35.134815849920706,Low Stress
360,36.61206415630968,Low Stress
267,38.2498052879652,Medium Stress
488,38.800869318956885,Medium Stress
597,36.547326112599215,Low Stress
476,35.836136444436946,Low Stress
503,40.0095814207958,High Stress
603,40.90641308422131,High Stress
583,38.154141093816115,Medium Stress
591,36.03007571508982,Low Stress
334,36.63384395911621,Low Stress
394,35.1103440592848,Low Stress
600,40.48579283936299,High Stress
327,35.70650649734085,Low Stress
232,38.45909885308552,Medium Stress
375,36.644331324123236,Low Stress
659,38.32506801509476,Medium Stress
642,38.90852233011118,Medium Stress
570,39.97845082224321,High Stress
669,36.23852763056362,Low Stress
574,35.06597497195088,Low Stress
221,35.821313780412844,Low Stress
437,40.40011185108863,High Stress
357,40.24334046537509,High Stress
237,38.58447861302185,Medium Stress
429,38.60310116260192,Medium Stress
564,38.99022004727753,Medium Stress
250,36.052227671740695,Low Stress
637,40.48647167554976,High Stress
463,37.512623149352436,Medium Stress
482,37.298831169496985,Medium Stress
226,38.11350623169702,Medium Stress
425,35.28179580065033,Low Stress
476,35.99770021253648,Low Stress
485,39.428201698558226,High Stress
296,35.49679200755076,Low Stress
483,38.61891265679833,Medium Stress
566,36.472094658087926,Low Stress
647,37.33577368425186,Medium Stress
680,36.7321624206242,Low Stress
652,37.134036298789695,Medium Stress
516,39.31427543110547,High Stress
503,36.78273029373905,Low Stress
346,38.398427841781384,Medium Stress
203,37.8563024131946,Medium Stress
234,38.98202699217589,Medium Stress
391,40.620978435948544,High Stress
248,39.3954325832615,High Stress
216,36.289642271544544,Low Stress
371,35.18709881036771,Low Stress
419,36.57358426579895,Low Stress
357,38.57046758420153,Medium Stress
676,35.308554880905504,Low Stress
245,37.97819748320742,Medium Stress
572,38.581057093501336,Medium Stress
205,37.00546334490176,Medium Stress
298,39.62547322247493,High Stress
579,35.63958951880263,Low Stress
432,35.45082669041485,Low Stress
236,39.36913253722162,High Stress
479,37.97294789723719,Medium Stress
548,39.130414378566414,High Stress
696,37.60896403162248,Medium Stress
501,36.47841219943464,Low Stress
380,39.9146139060452,High Stress
294,39.796495273813875,High Stress
298,39.16817882512656,High Stress
387,36.632870823379776,Low Stress
680,38.541384001214524,Medium Stress
315,37.16584338164016,Medium Stress
390,35.549492439959806,Low Stress
452,40.503881452773456,High Stress
668,35.82091178551377,Low Stress
615,40.70142412292481,High Stress
670,37.67603463774773,Medium Stress
360,36.11079757303172,Low Stress
455,38.251405684270146,Medium Stress
522,40.237675015258446,High Stress
327,39.39334931845737,High Stress
217,39.8393668871687,High Stress
480,38.9527002002643,Medium Stress
689,39.15365938710711,High Stress
422,40.09517390939192,High Stress
253,36.49800805315512,Low Stress
257,37.936549781858844,Medium Stress
522,36.32725665091761,Low Stress
559,40.926008047979884,High Stress
373,40.66435603811968,High Stress
479,35.236560868211036,Low Stress
313,39.233451035094134,High Stress
487,40.55148990449399,High Stress
630,36.083452070764004,Low Stress
541,38.40767138331578,Medium Stress
350,40.49292978552825,High Stress
649,35.20367587151479,Low Stress
326,39.18452160348104,High Stress
354,36.7840940442353,Low Stress
689,40.546377172259184,High Stress
585,40.826349470992206,High Stress
673,40.6655989346806,High Stress
472,37.845285299944784,Medium Stress
303,40.172255905935884,High Stress
616,40.06729639121042,High Stress
592,36.91460283945953,Low Stress
498,39.973492844904065,High Stress
445,35.222045808292954,Low Stress
375,38.57761927089232,Medium Stress
238,36.38005302372622,Low Stress
676,35.723401314663676,Low Stress
369,35.461719209775254,Low Stress
446,39.17773265526884,High Stress
225,37.039249782608394,Medium Stress
554,39.348600629172566,High Stress
505,35.392138044793654,Low Stress
608,36.891742026983664,Low Stress
607,38.23694775425202,Medium Stress
212,39.74433898903378,High Stress
515,36.91251501759242,Low Stress
590,38.75534825862206,Medium Stress
512,40.315866489417125,High Stress
235,38.69517912909383,Medium Stress
372,36.3977568485218,Low Stress
219,35.14640468933923,Low Stress
520,40.22059324340558,High Stress
463,35.12761646510232,Low Stress
693,40.2482100361052,High Stress
599,38.17362280416327,Medium Stress
341,40.634406191077375,High Stress
659,39.792699414641994,High Stress
570,40.987604663200024,High Stress
670,37.10427089271026,Medium Stress
342,39.60312973358676,High Stress
291,37.41158548165545,Medium Stress
553,37.87925372182345,Medium Stress
521,38.76503277931022,Medium Stress
487,40.24206268511803,High Stress
414,40.904500815195775,High Stress
646,39.60964048318711,High Stress
541,37.506600693004,Medium Stress
250,37.52814201366242,Medium Stress
352,39.42549380953335,High Stress
385,36.43266287460981,Low Stress
262,35.66284467878837,Low Stress
389,37.127732945844656,Medium Stress
324,36.72343394992449,Low Stress
349,36.77784872273594,Low Stress
513,36.40164650629946,Low Stress
257,35.252559137818174,Low Stress
541,35.10724360840048,Low Stress
504,40.92633433841619,High Stress
379,37.56663880241518,Medium Stress
369,37.30595988295809,Medium Stress
525,39.077883696158416,High Stress
470,36.309523327190384,Low Stress
253,40.699767103701355,High Stress
690,39.71807008649331,High Stress
643,35.53646601387356,Low Stress
300,37.50548465470957,Medium Stress
680,40.27470984537299,High Stress
463,40.66839213374846,High Stress
252,37.80440906749922,Medium Stress
259,38.680468335264244,Medium Stress
691,36.002203676552455,Low Stress
307,40.94701175682186,High Stress
204,36.39003020830066,Low Stress
302,40.656390644810756,High Stress
395,38.89787989395421,Medium Stress
461,38.646420769273156,Medium Stress
564,38.07613106609905,Medium Stress
679,36.384018870306555,Low Stress
571,36.05916819203305,Low Stress
549,36.32291725442105,Low Stress
246,36.11862957286553,Low Stress
554,39.67750684140052,High Stress
510,37.10075155500038,Medium Stress
623,35.34705605938038,Low Stress
507,40.81461578084487,High Stress
343,40.30271530978055,High Stress
468,40.56651369917128,High Stress
569,40.96944693587861,High Stress
323,36.043371495316926,Low Stress
305,37.377452113415956,Medium Stress
357,39.549430854224546,High Stress
346,39.176123708322756,High Stress
344,35.92337543803913,Low Stress
319,39.89499874994371,High Stress
518,36.34664343101996,Low Stress
474,36.34290568893574,Low Stress
291,38.221846537360484,Medium Stress
257,38.55763960905022,Medium Stress
638,38.48051724702687,Medium Stress
545,35.54892102438653,Low Stress
428,40.26476517578228,High Stress
673,36.59360025553224,Low Stress
316,35.77708952769682,Low Stress
517,40.332488479213865,High Stress
478,40.73390898937852,High Stress
326,40.1727657035927,High Stress
592,39.85709644834927,High Stress
595,38.93145188383413,Medium Stress
328,38.305144223654835,Medium Stress
257,35.52192055946846,Low Stress
321,37.450719278424195,Medium Stress
200,37.236131102073884,Medium Stress
438,36.55852270256196,Low Stress
489,39.34052068213151,High Stress
295,37.97525441047262,Medium Stress
325,35.48627729544589,Low Stress
317,36.321099211698865,Low Stress
247,39.099552581957575,High Stress
288,35.4567851569418,Low Stress
687,40.107241484292615,High Stress
436,37.97087916208385,Medium Stress
572,37.883519463959885,Medium Stress
584,38.554446707957105,Medium Stress
471,39.948085795550895,High Stress
388,37.086855247413155,Medium Stress
686,39.06809691535438,High Stress
391,38.39439178397475,Medium Stress
646,36.60216962101653,Low Stress
268,40.271779918130946,High Stress
477,39.78455612964157,High Stress
548,38.95071100795055,Medium Stress
446,40.10349037456545,High Stress
650,40.20376520575881,High Stress
275,39.25017786029021,High Stress
353,40.022079970182034,High Stress
343,39.1848287700157,High Stress
634,39.0808446305618,High Stress
684,38.7116682692911,Medium Stress
285,39.51629983734585,High Stress
384,35.95163063175844,Low Stress
484,40.28522455519357,High Stress
661,40.23106116647139,High Stress
419,35.17548369820736,Low Stress
268,39.95490050338857,High Stress
246,35.77321920484067,Low Stress
696,37.01071312555485,Medium Stress
293,39.461049537749645,High Stress
437,35.96455937628985,Low Stress
645,39.907802144714374,High Stress
699,39.99280506774645,High Stress
652,38.044806402565015,Medium Stress
403,35.038315230301,Low Stress
599,36.722228799049475,Low Stress
417,38.70156151025445,Medium Stress
673,40.88711706816454,High Stress
631,38.79088116210001,Medium Stress
540,36.55882148638496,Low Stress
238,38.80403421859767,Medium Stress
299,38.23991227829514,Medium Stress
488,39.67907237090686,High Stress
453,35.64188383296175,Low Stress
421,39.56616741501217,High Stress
556,38.24759947205666,Medium Stress
222,40.777952023153965,High Stress
449,37.051232996232116,Medium Stress
209,38.79573135880369,Medium Stress
445,40.592168633060105,High Stress
524,35.61505836794407,Low Stress
299,40.623370923418705,High Stress
489,39.12731433380488,High Stress
379,35.40702235463103,Low Stress
422,36.805781401680896,Low Stress
593,39.24903253187169,High Stress
449,35.40410360881263,Low Stress
346,38.49302276105764,Medium Stress
641,37.07529834171774,Medium Stress
295,38.725493106604866,Medium Stress
456,35.274452202875075,Low Stress
524,40.22922083691426,High Stress
692,40.84093381506438,High Stress
203,40.81326713171415,High Stress
215,39.49791099045755,High Stress
479,35.78051744078379,Low Stress
535,39.54957917557414,High Stress
446,35.14752149875281,Low Stress
457,35.13274130917398,Low Stress
696,36.941661314897246,Low Stress
675,37.931859142427996,Medium Stress
583,39.62244450684676,High Stress
359,39.09977225963903,High Stress
674,37.67541623826049,Medium Stress
539,36.641759997689995,Low Stress
351,40.98274700094627,High Stress
595,37.55708781341584,Medium Stress
377,37.70832214597805,Medium Stress
362,35.981742927150016,Low Stress
579,39.768857292499575,High Stress
232,39.162093354688935,High Stress
616,36.324617676732565,Low Stress
644,35.49428627369505,Low Stress
378,39.08299581244828,High Stress
626,38.92706728568681,Medium Stress
300,36.63955716198926,Low Stress
467,40.70518137350246,High Stress
522,35.9063473506854,Low Stress
264,37.59400880625561,Medium Stress
616,40.66169552100559,High Stress
367,37.51836390155673,Medium Stress
529,38.83115568598451,Medium Stress
242,37.38556638777676,Medium Stress
243,36.64529121409202,Low Stress
484,40.90386588775897,High Stress
596,37.45600403789026,Medium Stress
211,40.364595222074804,High Stress
294,36.37972763534652,Low Stress
501,36.2786282241505,Low Stress
585,35.186804497307065,Low Stress
452,38.91000095225531,Medium Stress
698,37.21115806234257,Medium Stress
441,40.186149499037825,High Stress
234,37.83925944014934,Medium Stress
414,40.809160567488334,High Stress
536,36.113153094218724,Low Stress
289,40.21173900773366,High Stress
463,39.65958111675045,High Stress
292,39.625531067864316,High Stress
609,40.068699368701324,High Stress
657,39.56614394565799,High Stress
289,38.75732192978849,Medium Stress
617,35.78746926609433,Low Stress
314,35.19515707694751,Low Stress
304,40.52508708689412,High Stress
590,38.699901887124426,Medium Stress
395,39.77922374585706,High Stress
513,37.8891341090753,Medium Stress
313,35.70384913377437,Low Stress
692,35.751114753215305,Low Stress
274,39.11339172337383,High Stress
612,37.58183536939678,Medium Stress
575,36.20314836020202,Low Stress
619,37.94956728044862,Medium Stress
416,35.385253622450804,Low Stress
476,38.491828411486395,Medium Stress
448,36.61396042661059,Low Stress
363,39.78535460382313,High Stress
593,36.862171753541446,Low Stress
556,37.73132089449081,Medium Stress
656,35.06972323944861,Low Stress
607,35.434681326767354,Low Stress
391,37.354961338440106,Medium Stress
426,37.87963300830274,Medium Stress
376,38.60012328871582,Medium Stress
298,36.74997547225582,Low Stress
695,39.169891316759255,High Stress
235,40.16073438313523,High Stress
665,39.6791059333601,High Stress
696,35.23771295209014,Low Stress
686,37.88304168354697,Medium Stress
295,35.62958107050905,Low Stress
351,36.452270095175166,Low Stress
350,40.919975559602875,High Stress
389,35.85497325740908,Low Stress
423,37.99332892070814,Medium Stress
236,38.708934405908714,Medium Stress
467,39.214789823264624,High Stress
568,38.35789210092148,Medium Stress
382,35.0586250845151,Low Stress
212,36.95876784946395,Low Stress
478,38.10626986030827,Medium Stress
416,35.527198994869,Low Stress
554,37.103761587255086,Medium Stress
560,35.1992186527482,Low Stress
485,35.47147098293012,Low Stress
472,37.38153965720958,Medium Stress
568,35.796294524258364,Low Stress
261,38.40524508956935,Medium Stress
283,39.136789814823594,High Stress
567,39.803520194654496,High Stress
416,36.20090146546886,Low Stress
541,36.00489549355442,Low Stress
596,35.6274070420064,Low Stress
386,38.81858149726182,Medium Stress
218,39.23885435892141,High Stress
376,35.18951686895385,Low Stress
299,40.61727347746214,High Stress
595,35.31182770190883,Low Stress
644,38.247778011806425,Medium Stress
432,39.2543631167055,High Stress
602,40.225814742476516,High Stress
275,39.28452159279457,High Stress
464,39.810368498418754,High Stress
654,37.036701155256836,Medium Stress
483,39.88895068247908,High Stress
405,35.48068907830805,Low Stress
422,40.368899936363164,High Stress
583,38.28555425692242,Medium Stress
251,39.90378661977496,High Stress
538,37.7139097071098,Medium Stress
566,38.86146617117915,Medium Stress
343,38.158415965616676,Medium Stress
572,39.38953713053199,High Stress
268,35.489779892183535,Low Stress
298,35.36211250394338,Low Stress
595,36.48261940406088,Low Stress
224,35.95726808067913,Low Stress
635,40.23070139955321,High Stress
578,36.31528392414827,Low Stress
668,40.85519153491479,High Stress
683,37.02137475062664,Medium Stress
252,36.0927074941322,Low Stress
350,39.73819104285487,High Stress
343,38.952246653005254,Medium Stress
256,37.98917429871884,Medium Stress
238,38.33218130562579,Medium Stress
308,39.315210669633586,High Stress
380,36.370728447987794,Low Stress
241,40.97800349634045,High Stress
385,40.8487589728807,High Stress
622,38.90195411808162,Medium Stress
597,36.19725470557487,Low Stress
422,39.081369454587744,High Stress
321,35.433190453875056,Low Stress
332,35.18391501323484,Low Stress
362,36.54609733106728,Low Stress
414,37.7757377404359,Medium Stress
420,40.20963503245028,High Stress
434,39.36301441859785,High Stress
530,39.456239127199886,High Stress
345,37.55296000668845,Medium Stress
438,37.07560995528178,Medium Stress
275,37.226232577907616,Medium Stress
208,40.925897382416345,High Stress
273,35.24065514847489,Low Stress
641,40.20218897673469,High Stress
691,38.47205245143436,Medium Stress
600,37.631692515137544,Medium Stress
452,39.35154596249082,High Stress
429,37.92001364854822,Medium Stress
206,40.24053942848997,High Stress
373,40.40421118406755,High Stress
340,37.53032556124073,Medium Stress
367,36.66096678341031,Low Stress
369,38.55410197156017,Medium Stress
592,40.47418007370015,High Stress
633,36.263973134033996,Low Stress
482,38.7377995013809,Medium Stress
321,38.78936132055512,Medium Stress
393,39.39867813449169,High Stress
204,35.78940611076356,Low Stress
228,39.29494978809253,High Stress
364,40.45419512399385,High Stress
621,36.07809865322145,Low Stress
538,36.42525994954327,Low Stress
335,40.82837056424984,High Stress
695,36.085861716256936,Low Stress
564,40.126310560217476,High Stress
520,37.95366713868821,Medium Stress
541,36.48338644641906,Low Stress
699,40.224499407635065,High Stress
344,37.67183153001599,Medium Stress
526,38.08890412357814,Medium Stress
416,37.1554002163986,Medium Stress
500,38.55770510860957,Medium Stress
331,35.98114323551014,Low Stress
491,37.346489219910566,Medium Stress
269,40.816473934011725,High Stress
451,36.54880059620677,Low Stress
614,38.94041998724775,Medium Stress
474,36.95114038534817,Low Stress
644,39.640838754119606,High Stress
563,35.785241964310096,Low Stress
381,40.818926270471266,High Stress
366,37.72273724830183,Medium Stress
290,36.41630278007878,Low Stress
401,35.44098048398008,Low Stress
